,_id,Project Name,Customer Name,Connection Site,Stage,MW Connected,MW Increase / Decrease,Cumulative Total Capacity (MW),MW Effective From,Project Status,Agreement Type,HOST TO,Plant Type,Project ID
137,135,Braybrooke,SSE DE SOLAR HOLDCO LIMITED,,,0,600,600,31/07/2032,Scoping,Directly Connected,NGET,,a0l8e000000TPSS
138,136,Braybrooke Solar and Battery Connection,Irena BESS LIMITED,Braybrooke (Network Rail) GSP,,0,500,500,31/10/2031,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005itZ
139,137,Bredbury,PIVOTED POWER LLP,Bredbury 275kV Substation,,0,49.9,49.9,30/10/2023,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iZg
140,138,Breezy Hill Wind Farm,BROCKWELL ENERGY LIMITED,New Cumnock 132kV Substation,,0,80,80,30/04/2028,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005int
141,139,Bridgwater (tertiary),BRIDGWATER GREEN LIMITED,Bridgwater 400kV Substation,,0,57,57,31/10/2024,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ilP
142,140,Bridgwater 2 (tertiary) - New Conn,ENSO GREEN HOLDINGS LIMITED,Bridgwater 400kV Substation,,0,54,54,01/10/2024,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iYj
143,141,Brigg,CENTRICA BRIGG LIMITED,Keadby 400kV Substation,,99,0,99,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iUy
144,142,Broadditch BESS,Harmony BD Ltd,Northfleet East 132kV,,0,11.58,11.58,30/12/2022,Under Construction/Commissioning,Embedded,NGET,Energy Storage System,a0l4L0000005iTb
145,143,Broadshore Offshore Wind Farm,BLUEFLOAT ENERGY UK HOLDINGS LIMITED,New Deer 2 400kV Substation,,0,900,900,31/10/2033,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005itd
146,144,Broken Cross Windfarm,BROKEN CROSS WIND FARM LIMITED,Broken Cross Windfarm,,0,48,48,30/09/2023,Awaiting Consents,Directly Connected,SPT,Wind Onshore,a0l4L0000005ilQ
147,145,Brook Farm BESS,Brook Farm Energy Storage Limited,Bramford GSP,,0,49.9,49.9,25/09/2022,Under Construction/Commissioning,Embedded,NGET,Energy Storage System,a0l4L0000005iWe
148,146,Brownieleys,BROWNIELEYS RENEWABLES LLP,Fiddes GSP,,7.5,0,7.5,,Built,Embedded,SHET,Wind Onshore,a0l4L0000005iVB
149,147,Bryn Tilti,RHIWLAS ENERGY PARK LIMITED,Chirk GSP,,0,106,106,04/02/2027,Scoping,Directly Connected,NGET,Wind Onshore,a0l4L0000005iXX
150,148,Buchan 01 Offshore Wind Farm,BAYWA R.E. UK LIMITED,,,0,932,932,31/10/2033,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005izL
151,149,Builth Wells,ABEREDW ENERGY PARK LIMITED,Pont Abraham GSP,,0,133,133,31/10/2026,Scoping,Directly Connected,NGET,Wind Onshore,a0l4L0000005iUH
152,150,Burbo Bank Extension Offshore Wind Farm,BURBO EXTENSION LTD,BURBO BANK EXTENSION OFFSHORE Substation,,258,0,258,,Built,Directly Connected,NGET,Wind Offshore,a0l4L0000005ilR
153,151,Burbo Bank Offshore Wind Farm,ORSTED BURBO (UK) LIMITED,Birkenhead 275kV Substation,,90,0,90,,Built,Embedded,NGET,Energy Storage System; Wind Offshore,a0l4L0000005iS4
154,152,Burghfield,SSE GENERATION LIMITED,Bramley 400kV Substation,,47,0,47,,Built,Embedded,NGET,Thermal,a0l4L0000005iXn
155,153,Burn of Whilk Wind Farm,ENECO BURN OF WHILK LIMITED,Mybster 1 GSP,,22.5,0,22.5,,Built,Embedded,SHET,Wind Onshore,a0l4L0000005iVC
156,154,Burwell,ENERGY POWER RESOURCES LIMITED,Burwell GSP,,38,0,38,,Built,Embedded,NGET,Biomass,a0l4L0000005iVD
157,155,Burwell (Tertiary),PIVOTED POWER LLP,Burwell Main 400kV Substation,,0,49.9,49.9,01/11/2022,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005ixm
158,156,Burwell II (Waterbeach) Solar,BURWELL 11 SOLAR LIMITED,Burwell Main 400kV Substation,,0,49.995,49.995,12/05/2023,Awaiting Consents,Directly Connected,NGET,PV Array (Photo Voltaic/solar),a0l4L0000005ixl
159,157,Bushbury Green Energy Centre,INNOVA RENEWABLES LIMITED,Bushbury GSP,,0,480,480,30/10/2028,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iRT
160,158,Bustleholme,PIVOTED POWER LLP,Bustleholm GSP,,0,49.9,49.9,31/05/2022,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iZi
161,159,Cairn Duhie Wind Farm,RENEWABLE ENERGY SYSTEMS LIMITED,Berry Burn GSP,,0,67.2,67.2,31/10/2027,Scoping,Embedded,SHET,Wind Onshore,a0l4L0000005iU6
162,160,Cairnmore Hill Wind Farm,RENEWABLE ENERGY SYSTEMS LIMITED,Thurso South GSP,,0,36,36,31/08/2026,Awaiting Consents,Embedded,SHET,Wind Onshore,a0l4L0000005iRL
163,161,Caledonian Paper Mill (Meadowhead),UPM-KYMMENE (UK) LIMITED,Meadowhead GSP,,20,0,20,,Built,Embedded,SPT,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iRG
164,162,Callisterhall Wind Farm,E Power Limited,Callisterhall 132kV,,0,45.5,45.5,27/04/2029,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005iYx
165,163,Canterbury Tertiary,ENSO GREEN HOLDINGS LIMITED,Canterbury Substation,1,0,49.9,49.9,31/10/2025,Scoping,Directly Connected,NGET,PV Array (Photo Voltaic/solar),a0l4L0000005iaT
166,164,Canterbury Tertiary,ENSO GREEN HOLDINGS LIMITED,Canterbury Substation,2,0,7.1,57,30/09/2026,Scoping,Directly Connected,NGET,PV Array (Photo Voltaic/solar),a0l4L0000005iaT
167,165,Capenhurst (Tertiary),ENSO GREEN HOLDINGS LIMITED,Capenhurst 275kV Substation,1,0,49.9,49.9,31/10/2025,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ioi
168,166,Capenhurst (Tertiary),ENSO GREEN HOLDINGS LIMITED,Capenhurst 275kV Substation,2,0,7.1,57,31/10/2027,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ioi
169,167,Capenhurst 275KV Substation,ZENOBE CAPENHURST LIMITED,Capenhurst 275kV Substation,,100,0,100,,Built,Directly Connected,NGET,Energy Storage System,a0l4L0000005iwG
170,168,Capenhurst Tertiary Connection,HD888CAP LIMITED,Capenhurst 275kV Substation,,0,57,57,31/10/2023,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005iaU
171,169,Carbon Free 2030,CARBON FREE 2030 ENERGY LIMITED,Grimsby West 400kV Substation,,0,500,500,30/06/2034,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l8e0000010x1N
172,170,Carnedd Wen Wind Farm,Npower Renewables Ltd,,,0,150,150,01/04/2026,Scoping,Embedded,NGET,Wind Onshore,a0l4L0000005iVE
173,171,Carn Fearna Wind Farm,STATKRAFT UK LTD,Carn Fearna Wind Farm 132/33kV Substation,,0,85,85,30/06/2029,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005ivT
174,172,Carraig Gheal Wind Farm,GREENPOWER (CARRAIG GHEAL) LIMITED,Carraig Gheal 132/33kV Substation,,46,0,46,,Built,Directly Connected,SHET,Wind Onshore,a0l4L0000005inA
175,173,Carrick Wind Farm,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Carrick Wind Farm Substation,,0,84,84,30/09/2026,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005iaW
176,174,Carrington,PIVOTED POWER LLP,Carrington 275kV Substation,,0,49.9,49.9,31/10/2022,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005iaX
177,274,Dalswinton,DALSWINTON WINDFARM (SCOTLAND) LIMITED,Dumfries GSP,,30,0,30,,Built,Embedded,SPT,Wind Onshore,a0l4L0000005iVL
178,175,Carrington Power Station,CARRINGTON POWER LIMITED,Carrington GSP (SP Manweb),,910,0,910,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005ivu
179,176,Cashlie (Part of Killin Cascade Hydro Scheme),SSE GENERATION LIMITED,Cashlie GSP,,11,0,11,,Built,Embedded,SHET,Hydro,a0l4L0000005iV6
180,177,CDCL,UNIPER UK LIMITED,Cottam 400kV Substation,,445,0,445,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005inB
181,178,Ceannacroc (part of the Moriston Cascade),SSE GENERATION LIMITED,Ceannacroc GSP,,20,0,20,,Built,Embedded,SHET,Hydro,a0l4L0000005iV7
182,179,Cellarhead 400kV Energy Storage,C & S ENERGY LIMITED,Cellarhead 400kV Substation,,0,300,300,30/05/2024,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005iem
183,180,Cellarhead Green Energy Centre,INNOVA RENEWABLES LIMITED,Cellarhead 400kV Substation,,0,400,400,30/10/2028,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ihj
184,181,Cellarhead Home Farm,ECODEV GROUP LTD,Cellarhead 132kV Substation,,0,280,280,31/10/2028,Scoping,Embedded,NGET,Energy Storage System,a0l4L0000005iU7
185,182,Celtic 2 Offshore Wind Farm,RWE RENEWABLES UK LIMITED,Alverdiscott 400kV Substation,,0,1000,1000,31/10/2031,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005ia5
186,183,Celtic Offshore Wind Farm,RWE RENEWABLES UK LIMITED,Alverdiscott 400kV Substation,,0,400,400,31/10/2031,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005ihk
187,184,Celtic Sea Offshore Wind Farm,CELTIC SEA OFFSHORE WIND FARM LIMITED,Alverdiscott 400kV Substation,1,0,400,400,31/10/2031,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005iip
188,185,Celtic Sea Offshore Wind Farm,CELTIC SEA OFFSHORE WIND FARM LIMITED,Alverdiscott 400kV Substation,2,0,1000,1400,31/10/2031,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005iip
189,186,Celtic Sea Offshore Wind Farm (ESB),ESB ASSET DEVELOPMENT UK LIMITED,Alverdiscott 400kV Substation,,0,1000,1000,31/10/2031,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005iur
190,187,CENOS,FLOTATION ENERGY PLC,Lackenby GSP,,0,1500,1500,30/10/2033,Scoping,Directly Connected,NGET,Demand; Wind Offshore,a0l4L0000005iPE
191,188,Chapelcross Solar PV and Storage,EEB68 LIMITED,Chapelcross 132/33kV Substation,,0,150.88,150.88,29/10/2027,Scoping,Directly Connected,SPT,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ib6
192,189,Chapel Farm Battery Storage Project,Harmony CF Limited,Sundon GSP,,0,49.5,49.5,15/02/2023,Consents Approved,Directly Connected,NGET,Energy Storage System,a0l4L0000005iUI
193,190,Chatterley,CONRAD (CHATTERLEY) LIMITED,Cellarhead 132kV Substation,,20,0,20,,Built,Embedded,NGET,Gas Reciprocating,a0l4L0000005iSP
194,191,Cheshire,RWE GENERATION UK PLC,Capenhurst 275kV Substation,,90,0,90,,Built,Embedded,NGET,OCGT (Open Cycle Gas Turbine),a0l4L0000005iRC
195,192,Chickerell,SSE GENERATION LIMITED,Chickerell 400kV Substation,,47,0,47,,Built,Embedded,NGET,CHP (Combined Heat and Power),a0l4L0000005iQ1
196,193,Chickerell Solar PV & BESS,Chickerell Solar Limited,Chickerell 400kV Substation,,0,400,400,01/10/2027,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iw2
197,194,Chirmorie Wind Farm,CHIRMORIE WIND FARM LIMITED,Chirmorie 132/33kV Substation,,0,80,80,01/05/2024,Consents Approved,Directly Connected,SPT,Wind Onshore,a0l4L0000005inC
198,195,Chleansaid Wind Farm,ESB ASSET DEVELOPMENT UK LIMITED,,,0,96,96,31/07/2027,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005iY6
199,196,Cilfynydd Green Energy Centre,CILFYNYDD GREEN ENERGY LIMITED,Cilfynydd GSP,,0,400,400,30/10/2028,Awaiting Consents,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005idM
200,197,Cilfynydd Grid Stability Services,WP GRID SERVICES LIMITED,Cilfynydd 400kV Substation,,0,0,0,31/07/2025,Awaiting Consents,Directly Connected,NGET,Reactive Compensation,a0l4L000002yQWW
201,198,Cirrus Offshore Wind Farm,FRED OLSEN SEAWIND LIMITED,Cirrus Offshore Windfarm Substation,,0,1000,1000,31/10/2033,Scoping,Directly Connected,SHET,Wind Offshore,a0l4L0000005izG
202,199,Clash Gour,EDF ENERGY RENEWABLES LIMITED,Clash Gour Wind Farm 132kV Substation,,0,210,210,30/10/2025,Awaiting Consents,Directly Connected,SHET,Wind Onshore,a0l4L0000005iaa
203,200,Clashindarroch,CLASHINDARROCH WIND FARM LIMITED,Clashindarroch Substation,,37,0,37,,Built,Embedded,SHET,Wind Onshore,a0l4L0000005iV0
204,201,Clashindarroch 2,VATTENFALL WIND POWER LTD,Cairnford GSP,,0,77,77,30/04/2025,Scoping,Embedded,SHET,Wind Onshore,a0l4L0000005iV1
205,202,Clashindarroch Extension,CHRISTOPHER MORAN ENERGY LIMITED,Clashindarroch Windfarm Extension 132kV Substation,,0,37.5,37.5,31/10/2023,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005ilv
206,203,Clauchrie Windfarm,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Clauchrie 132kV Substation,,0,108,108,31/10/2026,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005iab
207,204,Clayhill Farm,ARL O09 LIMITED,,,40,0,40,,Built,Embedded,NGET,Energy Storage System,a0l4L0000005iQA
208,205,Clay Tye Farm Phase 1,HARMONY CTF LIMITED,,,0,49.5,49.5,07/03/2023,Under Construction/Commissioning,Embedded,NGET,Energy Storage System,a0l4L0000005iPN
209,206,Clay Tye Farm Phase 2,Harmony CTF 2 Limited,,,0,49.5,49.5,07/03/2023,Under Construction/Commissioning,Embedded,NGET,Energy Storage System,a0l4L0000005iPK
210,207,Cleve Hill Solar Park,CLEVE HILL SOLAR PARK LIMITED,Cleve Hill 400kV Substation,,0,350,350,31/07/2023,Consents Approved,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iwH
211,208,Cloiche Wind Farm,SSE GENERATION LIMITED,Cloiche 132kV Substation,,0,200,200,31/07/2026,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005ilx
212,209,Cloich Forest Wind Farm,EDF ENERGY RENEWABLES LIMITED,Cloiche 132kV Substation,,0,67.2,67.2,30/07/2028,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005iZo
213,210,Cloud Hill Windfarm,Cloud Hill Windfarm Limited,,,0,50,50,30/09/2028,Awaiting Consents,Directly Connected,SPT,Wind Onshore,a0l4L0000005iYO
214,211,Clunie (part of the Clunie Cascade),SSE GENERATION LIMITED,Clunie GSP,,61.2,0,61.2,,Built,Directly Connected,SHET,Hydro,a0l4L0000005img
215,212,Clyde North,CLYDE WINDFARM (SCOTLAND) LIMITED,Clyde North  275/33kV Substation,,374.5,0,374.5,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005inD
216,213,Clyde South,CLYDE WINDFARM (SCOTLAND) LIMITED,Clyde South 275/33kV Substation,,128.8,0,128.8,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005inE
217,214,Cnoc Buidhe Wind Farm,CNOC BUIDHE WIND ENERGY HUB LIMITED,Cnoc Buidhe 132kV/33kV Substation,1,0,150,150,31/10/2028,Scoping,Directly Connected,SHET,Energy Storage System; Wind Onshore,a0l4L0000005idT
218,215,Cnoc Buidhe Wind Farm,CNOC BUIDHE WIND ENERGY HUB LIMITED,Cnoc Buidhe 132kV/33kV Substation,2,0,70,220,31/10/2034,Scoping,Directly Connected,SHET,Energy Storage System; Wind Onshore,a0l4L0000005idT
219,216,Codling Park Wind Farm,CODLING WIND PARK III LIMITED,Pentir GSP,,0,1000,1000,01/10/2028,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005inG
220,217,Coire Glas Pumped Storage,COIRE GLAS HYDRO PUMPED STORAGE LIMITED,Coire Glas GSP,1,0,612,612,01/12/2027,Consents Approved,Directly Connected,SHET,Pump Storage,a0l4L0000005imh
221,218,Coire Glas Pumped Storage,COIRE GLAS HYDRO PUMPED STORAGE LIMITED,Coire Glas GSP,2,0,684,1296,31/10/2029,Scoping,Directly Connected,SHET,Pump Storage,a0l4L0000005imh
222,219,Coire Na Cloiche,COIRE NA CLOICHE WINDFARM LLP,Alness GSP,,30,0,30,,Built,Embedded,SHET,Wind Onshore,a0l4L0000005iVF
223,220,Connahs Quay,UNIPER UK LIMITED,Connah's Quay 400kV Substation,,1380,0,1380,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005imC
224,221,CONTEGO  Battery Storage Project,Harmony CS Ltd,,,35.8,0,35.8,,Built,Embedded,NGET,Energy Storage System,a0l4L0000005iUN
225,222,Copper Nose BESS,Copper Nose Energy Ltd,Fawley 132 KV Substation,,0,150,150,24/10/2036,Scoping,Directly Connected,NGET,Energy Storage System,a0l4L0000005iyC
226,223,Corby,CORBY POWER LIMITED,Corby 132kV Substation,,401,0,401,,Built,Embedded,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iVG
227,224,Cormoran Offshore Wind Farm,South West Wind Holdco Limited,,,0,1008,1008,06/12/2036,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005iyQ
228,225,Cornharrow Wind Farm,ENERGYFARM UK CORNHARROW LLP,Quantans Hill 132kV,,0,50,50,31/10/2027,Scoping,Directly Connected,SPT,Wind Onshore,a0l4L0000005if2
229,226,Corriegarth,CORRIEGARTH WIND ENERGY LIMITED,Corriegarth 132/33kV substation,,69,0,69,,Built,Directly Connected,SHET,Wind Onshore,a0l4L0000005inH
230,227,Corriegarth  2 Wind Farm,CORRIEGARTH 2 WIND FARM LIMITED,Corriegarth 132/33kV substation,,0,70,70,01/07/2025,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005imG
231,228,Corriemoillie Wind Farm,CORRIEMOILLIE WINDFARM LIMITED,Corriemoillie 132/33kV Substation,,47.5,0,47.5,,Built,Directly Connected,SHET,Wind Onshore,a0l4L0000005inI
232,229,Corrievarkie PSH,ILI (Trossachs PSH) Ltd,Corrievarkie 275kV Substation,,0,600,600,31/10/2031,Scoping,Directly Connected,SHET,Pump Storage,a0l4L0000005iwZ
233,230,Coryton,CORYTON ENERGY COMPANY LTD.,Coryton South 400kV Substation,,800,0,800,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005inJ
234,231,Costa Head Wind Farm,COSTA HEAD WIND FARM LIMITED,Costa Head 132/33kV Substation,,0,20.4,20.4,31/03/2027,Consents Approved,Directly Connected,SHET,Wind Onshore,a0l4L0000005inK
235,232,Cottam,EDF ENERGY (THERMAL GENERATION) LIMITED,Cottam 400kV Substation,,0,0,0,,Built,Directly Connected,NGET,Coal,a0l4L0000005iv2
236,233,Cottam,GATE BURTON ENERGY PARK LIMITED,Cottam 400kV Substation,1,0,250,250,31/10/2029,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iel
237,234,Cottam,GATE BURTON ENERGY PARK LIMITED,Cottam 400kV Substation,2,0,250,500,30/07/2030,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iel
238,235,Cottam Solar PV + BESS,COTTAM SOLAR PROJECT LIMITED,Cottam 400kV Substation,,0,600,600,01/09/2029,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iz0
239,236,Cottered,SSE UTILITY SOLUTIONS LIMITED,Cottered 400kV,,0,600,600,30/10/2030,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ivh
240,237,Coupar Angus Battery,COUPAR LIMITED,Coupar Angus GSP,,0,40,40,21/02/2022,Consents Approved,Embedded,SHET,Energy Storage System,a0l4L0000005iPx
241,238,Cour Wind Farm,COUR WIND FARM (SCOTLAND ) LIMITED,Crossaig 132kV Substation,,20.5,0,20.5,,Built,Directly Connected,SHET,Wind Onshore,a0l4L0000005inf
242,239,Coventry,PIVOTED POWER LLP,Coventry 132/275kV,,0,49.9,49.9,31/10/2021,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005iad
243,240,Cowes,RWE GENERATION UK PLC,Fawley 400kV Substation,,140,0,140,,Built,Embedded,NGET,OCGT (Open Cycle Gas Turbine),a0l4L0000005iVH
244,241,Cowley,PIVOTED POWER LLP,Cowley 400kV Substation,,49.9,0,49.9,,Built,Directly Connected,NGET,Energy Storage System,a0l4L0000005ibM
245,242,Cowley (Tertiary),COWLEY BALDON GREEN LIMITED,Cowley 400kV Substation,1,0,49.9,49.9,31/10/2022,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ixT
246,243,Cowley (Tertiary),COWLEY BALDON GREEN LIMITED,Cowley 400kV Substation,2,0,7.1,57,31/10/2023,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005ixT
247,244,Cowley Energy Storage,Penso Power Limited,Cowley 400kV Substation,,0,200,200,25/10/2028,Awaiting Consents,Directly Connected,NGET,Energy Storage System,a0l4L0000005ic8
248,245,Coylton 275kV Greener Grid Park,STATKRAFT UK LTD,Coylton GSP,,0,49.9,49.9,25/10/2024,Scoping,Directly Connected,SPT,Energy Storage System; Reactive Compensation,a0l4L0000005ihQ
249,246,CPG Power,ESB ASSET DEVELOPMENT UK LIMITED,Carrington 400KV Substation,,0,49.9,49.9,30/06/2026,Scoping,Directly Connected,NGET,Gas Reciprocating,a0l4L0000005izZ
250,247,Craig II Wind Farm,CRAIG WIND FARM LIMITED,Chapelcross 132/33kV Substation,,4.7,0,4.7,,Built,Embedded,SPT,Wind Onshore,a0l4L0000005iVI
251,248,Craig Moss Farm,Green Switch Capital Limited,,,0,300,300,31/10/2036,Scoping,Directly Connected,NGET,,a0l8e0000011y2h
252,249,Craig Watch Wind Farm,Craig Watch Wind Farm Limited,Craig Watch Substation,,0,72.6,72.6,30/06/2027,Scoping,Directly Connected,SHET,Wind Onshore,a0l4L0000005iyh
253,250,Creag Riabhach Wind Farm,CREAG RIABHACH WIND FARM LTD,Creag Riabhach 132/33kV Substation,,92.4,0,92.4,,Built,Directly Connected,SHET,Wind Onshore,a0l4L0000005ing
254,251,CREYKE BECK,CLEAN AIR RENEWABLES LIMITED,Creyke Beck 400kV Substation,,0,500,500,31/05/2033,Scoping,Directly Connected,NGET,Energy Storage System; PV Array (Photo Voltaic/solar),a0l4L0000005iZ2
255,252,Crossdykes,CROSSDYKES WF LIMITED,Crossdykes 33kV Substation,,46,0,46,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005inj
256,253,Cruachan,DRAX PUMPED STORAGE LIMITED,Dalmally GSP,,0,40,480,01/06/2027,Scoping,Directly Connected,SPT,Pump Storage,a0l4L0000005ink
257,254,Cruachan,DRAX PUMPED STORAGE LIMITED,Dalmally GSP,,440,0,440,,Built,Directly Connected,SPT,Pump Storage,a0l4L0000005ink
258,255,Cruachan Expansion,Drax Cruachan Expansion Limited,Cruachan 275kV Substation,,0,600,600,30/09/2030,Scoping,Directly Connected,SPT,Pump Storage,a0l4L0000005iQW
259,275,Damhead Creek,VPI POWER LIMITED,Kingsnorth GSP,,812,0,812,,Built,Directly Connected,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005inn
260,256,Cryogenic Battery System (Synchronous),CRYOBATTERY ONE LIMITED,Carrington 400KV Substation,,0,49.9,49.9,31/10/2024,Consents Approved,Directly Connected,NGET,Energy Storage System; Reactive Compensation,a0l4L0000005ipr
261,257,Crystal Rig III Wind Farm,CRYSTAL RIG III LIMITED,Crystal Rig 400/132kV Substation,,13.8,0,13.8,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005ifV
262,258,Crystal Rig II Wind Farm,CRYSTAL RIG II LIMITED,Crystal Rig 400/132kV Substation,,138,0,138,,Built,Directly Connected,SPT,Wind Onshore,a0l4L0000005imM
263,259,Crystal Rig IV Wind Farm,CRYSTAL RIG IV LIMITED,Crystal Rig 400/132kV Substation,,0,48.2,48.2,30/06/2024,Under Construction/Commissioning,Directly Connected,SPT,Wind Onshore,a0l4L0000005ipM
264,260,CS4,FRED OLSEN SEAWIND LIMITED,Alverdiscott 400kV Substation,,0,1000,1000,31/10/2031,Scoping,Directly Connected,NGET,Wind Offshore,a0l4L0000005iuo
